indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
NATGROWRT,AL,2019,2.3,
NATGROWRT,AL,2020,0.2,
NATGROWRT,AL,2021,-1.2,
NATGROWRT,AL,2022,0.2,
NATGROWRT,AM,2011,4.7,
NATGROWRT,AM,2015,4.6,
NATGROWRT,AM,2016,4.1,
NATGROWRT,AM,2017,3.5,
NATGROWRT,AM,2018,3.6,
NATGROWRT,AM,2019,3.3,
NATGROWRT,AM,2020,0.1,
NATGROWRT,AT,2011,0.2,
NATGROWRT,AT,2012,-0.1,
NATGROWRT,AT,2013,0,
NATGROWRT,AT,2014,0.4,
NATGROWRT,AT,2015,0.2,
NATGROWRT,AT,2016,0.8,
NATGROWRT,AT,2017,0.5,
NATGROWRT,AT,2018,0.2,
NATGROWRT,AT,2019,0.2,
NATGROWRT,AT,2020,-0.9,
NATGROWRT,AT,2021,-0.7,
NATGROWRT,AT,2022,-1.2,
NATGROWRT,AZ,2011,13.3,
NATGROWRT,AZ,2012,12.9,
NATGROWRT,AZ,2013,12.6,
NATGROWRT,AZ,2014,12,
NATGROWRT,AZ,2015,11.6,
NATGROWRT,AZ,2016,10.5,
NATGROWRT,AZ,2017,8.8,
NATGROWRT,AZ,2018,8.2,
NATGROWRT,AZ,2019,8.5,
NATGROWRT,AZ,2020,5,
NATGROWRT,AZ,2021,3.5,
NATGROWRT,AZ,2022,6.1,
NATGROWRT,BA,2011,-0.9,
NATGROWRT,BA,2012,-0.9,
NATGROWRT,BA,2013,-1.3,
NATGROWRT,BA,2014,-1.5,
NATGROWRT,BA,2016,-1.8,
NATGROWRT,BA,2017,-2,
NATGROWRT,BA,2018,-2.4,p
NATGROWRT,BE,2011,2.2,b
NATGROWRT,BE,2012,1.7,b
NATGROWRT,BE,2013,1.5,
NATGROWRT,BE,2014,1.8,
NATGROWRT,BE,2015,1,
NATGROWRT,BE,2016,1.2,
NATGROWRT,BE,2017,0.9,
NATGROWRT,BE,2018,0.7,
NATGROWRT,BE,2019,0.8,
NATGROWRT,BE,2020,-1.1,
NATGROWRT,BE,2021,0.5,
NATGROWRT,BE,2022,-0.2,
NATGROWRT,BG,2011,-5.1,
NATGROWRT,BG,2012,-5.5,
NATGROWRT,BG,2013,-5.2,
NATGROWRT,BG,2014,-5.7,
NATGROWRT,BG,2015,-6.2,
NATGROWRT,BG,2016,-6,
NATGROWRT,BG,2017,-6.5,
NATGROWRT,BG,2018,-6.6,
NATGROWRT,BG,2019,-6.7,
NATGROWRT,BG,2020,-9.5,
NATGROWRT,BG,2021,-13.1,
NATGROWRT,BG,2022,-9.4,
NATGROWRT,BY,2011,-2.7,
NATGROWRT,BY,2012,-1.1,
NATGROWRT,BY,2014,-0.3,
NATGROWRT,BY,2015,-0.1,
NATGROWRT,BY,2016,-0.2,
NATGROWRT,BY,2017,-1.8,
NATGROWRT,BY,2018,-2.7,
NATGROWRT,BY,2019,-3.5,
NATGROWRT,CH,2011,2.4,b
NATGROWRT,CH,2012,2.2,
NATGROWRT,CH,2013,2.2,
NATGROWRT,CH,2014,2.6,
NATGROWRT,CH,2015,2.3,
NATGROWRT,CH,2016,2.7,
NATGROWRT,CH,2017,2.4,
NATGROWRT,CH,2018,2.4,
NATGROWRT,CH,2019,2.1,
NATGROWRT,CH,2020,1.1,
NATGROWRT,CH,2021,2.1,
NATGROWRT,CH,2022,0.9,
NATGROWRT,CY,2011,4.8,
NATGROWRT,CY,2012,5.2,
NATGROWRT,CY,2013,4.9,
NATGROWRT,CY,2014,4.5,
NATGROWRT,CY,2015,3.9,
NATGROWRT,CY,2016,4.7,
NATGROWRT,CY,2017,3.8,
NATGROWRT,CY,2018,4.1,
NATGROWRT,CY,2019,3.8,
NATGROWRT,CY,2020,3.9,
NATGROWRT,CY,2021,3.5,
NATGROWRT,CY,2022,3.2,
NATGROWRT,CZ,2011,0.2,
NATGROWRT,CZ,2012,0,
NATGROWRT,CZ,2013,-0.2,
NATGROWRT,CZ,2014,0.4,
NATGROWRT,CZ,2015,0,
NATGROWRT,CZ,2016,0.5,
NATGROWRT,CZ,2017,0.3,
NATGROWRT,CZ,2018,0.1,
NATGROWRT,CZ,2019,0,
NATGROWRT,CZ,2020,-1.8,
NATGROWRT,CZ,2021,-2.7,b
NATGROWRT,CZ,2022,-1.8,b
NATGROWRT,DE,2011,-2.4,b
NATGROWRT,DE,2012,-2.4,
NATGROWRT,DE,2013,-2.6,
NATGROWRT,DE,2014,-1.9,
NATGROWRT,DE,2015,-2.3,
NATGROWRT,DE,2016,-1.4,
NATGROWRT,DE,2017,-1.8,
NATGROWRT,DE,2018,-2,
NATGROWRT,DE,2019,-1.9,
NATGROWRT,DE,2020,-2.6,
NATGROWRT,DE,2021,-2.7,
NATGROWRT,DE,2022,-3.9,
NATGROWRT,DK,2011,1.2,
NATGROWRT,DK,2012,1,
NATGROWRT,DK,2013,0.6,
NATGROWRT,DK,2014,1,
NATGROWRT,DK,2015,1,
NATGROWRT,DK,2016,1.5,
NATGROWRT,DK,2017,1.4,
NATGROWRT,DK,2018,1.1,
NATGROWRT,DK,2019,1.2,
NATGROWRT,DK,2020,1.1,
NATGROWRT,DK,2021,1.1,
NATGROWRT,DK,2022,-0.2,
NATGROWRT,EA19,2011,0.7,b
NATGROWRT,EA19,2012,0.3,b
NATGROWRT,EA19,2013,0.1,
NATGROWRT,EA19,2014,0.3,b
NATGROWRT,EA19,2015,-0.4,b
NATGROWRT,EA19,2016,-0.1,
NATGROWRT,EA19,2017,-0.6,b
NATGROWRT,EA19,2018,-0.9,e
NATGROWRT,EA19,2019,-0.9,bep
NATGROWRT,EA19,2020,-2.2,p
NATGROWRT,EA19,2021,-2,bp
NATGROWRT,EA19,2022,-2.6,bp
NATGROWRT,EA20,2011,0.7,b
NATGROWRT,EA20,2012,0.2,b
NATGROWRT,EA20,2013,0,
NATGROWRT,EA20,2014,0.2,b
NATGROWRT,EA20,2015,-0.4,b
NATGROWRT,EA20,2016,-0.2,
NATGROWRT,EA20,2017,-0.7,b
NATGROWRT,EA20,2018,-0.9,e
NATGROWRT,EA20,2019,-1,be
NATGROWRT,EA20,2020,-2.2,p
NATGROWRT,EA20,2021,-2.1,bp
NATGROWRT,EA20,2022,-2.6,bp
NATGROWRT,EE,2011,-0.4,
NATGROWRT,EE,2012,-1.1,
NATGROWRT,EE,2013,-1.3,
NATGROWRT,EE,2014,-1.5,
NATGROWRT,EE,2015,-1,b
NATGROWRT,EE,2016,-1,
NATGROWRT,EE,2017,-1.3,
NATGROWRT,EE,2018,-1,
NATGROWRT,EE,2019,-1,
NATGROWRT,EE,2020,-2,
NATGROWRT,EE,2021,-4,
NATGROWRT,EE,2022,-4.2,
NATGROWRT,EL,2011,-0.4,
NATGROWRT,EL,2012,-1.5,
NATGROWRT,EL,2013,-1.6,
NATGROWRT,EL,2014,-2,
NATGROWRT,EL,2015,-2.7,
NATGROWRT,EL,2016,-2.4,
NATGROWRT,EL,2017,-3.3,
NATGROWRT,EL,2018,-3.2,
NATGROWRT,EL,2019,-3.8,
NATGROWRT,EL,2020,-4.3,
NATGROWRT,EL,2021,-5.5,
NATGROWRT,EL,2022,-6.1,
NATGROWRT,ES,2011,1.8,
NATGROWRT,ES,2012,1.1,
NATGROWRT,ES,2013,0.8,
NATGROWRT,ES,2014,0.7,
NATGROWRT,ES,2015,0,
NATGROWRT,ES,2016,0,
NATGROWRT,ES,2017,-0.7,
NATGROWRT,ES,2018,-1.2,
NATGROWRT,ES,2019,-1.2,
NATGROWRT,ES,2020,-3.2,
NATGROWRT,ES,2021,-2.4,
NATGROWRT,ES,2022,-2.8,
NATGROWRT,EU27_2020,2011,0.3,b
NATGROWRT,EU27_2020,2012,-0.1,b
NATGROWRT,EU27_2020,2013,-0.3,
NATGROWRT,EU27_2020,2014,0,b
NATGROWRT,EU27_2020,2015,-0.7,b
NATGROWRT,EU27_2020,2016,-0.3,
NATGROWRT,EU27_2020,2017,-0.7,b
NATGROWRT,EU27_2020,2018,-1,e
NATGROWRT,EU27_2020,2019,-1.1,bep
NATGROWRT,EU27_2020,2020,-2.5,ep
NATGROWRT,EU27_2020,2021,-2.7,bep
NATGROWRT,EU27_2020,2022,-2.9,bep
NATGROWRT,FI,2011,1.7,
NATGROWRT,FI,2012,1.4,
NATGROWRT,FI,2013,1.2,
NATGROWRT,FI,2014,0.9,
NATGROWRT,FI,2015,0.5,
NATGROWRT,FI,2016,-0.2,
NATGROWRT,FI,2017,-0.6,
NATGROWRT,FI,2018,-1.3,
NATGROWRT,FI,2019,-1.5,
NATGROWRT,FI,2020,-1.6,
NATGROWRT,FI,2021,-1.5,
NATGROWRT,FI,2022,-3.3,
NATGROWRT,FR,2011,4.3,
NATGROWRT,FR,2012,3.8,
NATGROWRT,FR,2013,3.7,
NATGROWRT,FR,2014,3.9,b
NATGROWRT,FR,2015,3.1,
NATGROWRT,FR,2016,2.9,
NATGROWRT,FR,2017,2.4,
NATGROWRT,FR,2018,2.2,
NATGROWRT,FR,2019,2.1,p
NATGROWRT,FR,2020,1,p
NATGROWRT,FR,2021,1.2,p
NATGROWRT,FR,2022,0.8,p
NATGROWRT,FX,2011,4.1,
NATGROWRT,FX,2012,3.6,
NATGROWRT,GE,2011,1.8,
NATGROWRT,GE,2014,2.8,b
NATGROWRT,GE,2015,2.7,
NATGROWRT,GE,2016,1.6,
NATGROWRT,GE,2017,1.5,
NATGROWRT,GE,2018,1.2,
NATGROWRT,GE,2019,0.4,
NATGROWRT,GE,2020,-1.1,
NATGROWRT,GE,2021,-3.8,
NATGROWRT,HR,2011,-2.3,
NATGROWRT,HR,2012,-2.3,
NATGROWRT,HR,2013,-2.5,
NATGROWRT,HR,2014,-2.7,
NATGROWRT,HR,2015,-4,
NATGROWRT,HR,2016,-3.4,
NATGROWRT,HR,2017,-4.1,
NATGROWRT,HR,2018,-3.9,
NATGROWRT,HR,2019,-3.9,
NATGROWRT,HR,2020,-5.2,
NATGROWRT,HR,2021,-6.6,
NATGROWRT,HR,2022,-6,
NATGROWRT,HU,2011,-4.1,
NATGROWRT,HU,2012,-3.9,b
NATGROWRT,HU,2013,-3.8,
NATGROWRT,HU,2014,-3.3,
NATGROWRT,HU,2015,-4,
NATGROWRT,HU,2016,-3.2,
NATGROWRT,HU,2017,-3.8,
NATGROWRT,HU,2018,-3.9,
NATGROWRT,HU,2019,-3.8,
NATGROWRT,HU,2020,-4.9,
NATGROWRT,HU,2021,-6.4,
NATGROWRT,HU,2022,-4.9,
NATGROWRT,IE,2011,10,
NATGROWRT,IE,2012,9.2,
NATGROWRT,IE,2013,8.5,
NATGROWRT,IE,2014,8.2,
NATGROWRT,IE,2015,7.5,
NATGROWRT,IE,2016,7,
NATGROWRT,IE,2017,6.6,
NATGROWRT,IE,2018,6.1,e
NATGROWRT,IE,2019,5.7,e
NATGROWRT,IE,2020,4.7,
NATGROWRT,IE,2021,5.2,
NATGROWRT,IE,2022,3.8,
NATGROWRT,IS,2011,7.9,
NATGROWRT,IS,2012,8,
NATGROWRT,IS,2013,6.7,
NATGROWRT,IS,2014,7.1,
NATGROWRT,IS,2015,5.9,
NATGROWRT,IS,2016,5.1,
NATGROWRT,IS,2017,5.3,
NATGROWRT,IS,2018,5.6,
NATGROWRT,IS,2019,6,
NATGROWRT,IS,2020,6,
NATGROWRT,IS,2021,6.8,
NATGROWRT,IS,2022,4.4,
NATGROWRT,IT,2011,-0.8,
NATGROWRT,IT,2012,-1.3,
NATGROWRT,IT,2013,-1.4,
NATGROWRT,IT,2014,-1.6,
NATGROWRT,IT,2015,-2.7,
NATGROWRT,IT,2016,-2.3,
NATGROWRT,IT,2017,-3.2,
NATGROWRT,IT,2018,-3.2,
NATGROWRT,IT,2019,-3.6,b
NATGROWRT,IT,2020,-5.6,
NATGROWRT,IT,2021,-5.1,
NATGROWRT,IT,2022,-5.5,
NATGROWRT,LI,2011,4,
NATGROWRT,LI,2012,3.6,
NATGROWRT,LI,2013,2.5,
NATGROWRT,LI,2014,2.8,
NATGROWRT,LI,2015,1.9,
NATGROWRT,LI,2016,2.8,
NATGROWRT,LI,2017,2.3,
NATGROWRT,LI,2018,2.7,
NATGROWRT,LI,2019,2.4,
NATGROWRT,LI,2020,0.9,
NATGROWRT,LI,2021,2.7,
NATGROWRT,LI,2022,2.2,
NATGROWRT,LT,2011,-3.6,
NATGROWRT,LT,2012,-3.5,
NATGROWRT,LT,2013,-3.9,
NATGROWRT,LT,2014,-3.4,
NATGROWRT,LT,2015,-3.5,
NATGROWRT,LT,2016,-3.7,
NATGROWRT,LT,2017,-4,
NATGROWRT,LT,2018,-4.1,
NATGROWRT,LT,2019,-3.9,
NATGROWRT,LT,2020,-6.6,
NATGROWRT,LT,2021,-8.7,
NATGROWRT,LT,2022,-7.4,
NATGROWRT,LU,2011,3.5,
NATGROWRT,LU,2012,4,b
NATGROWRT,LU,2013,4.2,
NATGROWRT,LU,2014,4,
NATGROWRT,LU,2015,3.7,
NATGROWRT,LU,2016,3.6,
NATGROWRT,LU,2017,3.2,b
NATGROWRT,LU,2018,3.2,
NATGROWRT,LU,2019,3.1,
NATGROWRT,LU,2020,2.9,
NATGROWRT,LU,2021,3.4,
NATGROWRT,LU,2022,3.1,
NATGROWRT,LV,2011,-4.7,
NATGROWRT,LV,2012,-4.5,
NATGROWRT,LV,2013,-4,
NATGROWRT,LV,2014,-3.4,
NATGROWRT,LV,2015,-3.3,
NATGROWRT,LV,2016,-3.4,
NATGROWRT,LV,2017,-4.1,
NATGROWRT,LV,2018,-4.9,
NATGROWRT,LV,2019,-4.7,
NATGROWRT,LV,2020,-5.9,
NATGROWRT,LV,2021,-9.1,
NATGROWRT,LV,2022,-7.9,
NATGROWRT,MC,2015,0.5,e
NATGROWRT,MC,2016,-0.1,e
NATGROWRT,MC,2018,-0.7,e
NATGROWRT,MD,2011,0,
NATGROWRT,MD,2012,0,
NATGROWRT,MD,2013,-0.1,
NATGROWRT,MD,2014,0.5,be
NATGROWRT,MD,2015,0.4,e
NATGROWRT,MD,2016,0.5,e
NATGROWRT,MD,2017,-0.1,ep
NATGROWRT,MD,2018,-0.9,e
NATGROWRT,MD,2019,-1.6,e
NATGROWRT,MD,2020,-3.8,ep
NATGROWRT,MD,2022,-3.6,ep
NATGROWRT,ME,2011,2.2,
NATGROWRT,ME,2012,2.5,
NATGROWRT,ME,2013,2.5,
NATGROWRT,ME,2014,2.4,
NATGROWRT,ME,2015,1.7,
NATGROWRT,ME,2016,1.8,
NATGROWRT,ME,2017,1.5,
NATGROWRT,ME,2018,1.2,
NATGROWRT,ME,2019,1,
NATGROWRT,ME,2020,-0.3,
NATGROWRT,ME,2021,-3.4,
NATGROWRT,ME,2022,-0.1,
NATGROWRT,MK,2011,1.6,
NATGROWRT,MK,2012,1.7,
NATGROWRT,MK,2013,1.9,
NATGROWRT,MK,2014,1.9,
NATGROWRT,MK,2015,1.3,
NATGROWRT,MK,2016,1.2,
NATGROWRT,MK,2017,0.7,
NATGROWRT,MK,2018,0.8,
NATGROWRT,MK,2019,-0.3,
NATGROWRT,MK,2020,-3.2,
NATGROWRT,MK,2021,-5.1,
NATGROWRT,MK,2022,-2.4,
NATGROWRT,MT,2011,2.2,
NATGROWRT,MT,2012,1.7,
NATGROWRT,MT,2013,1.9,
NATGROWRT,MT,2014,2.1,
NATGROWRT,MT,2015,2,
NATGROWRT,MT,2016,2.5,
NATGROWRT,MT,2017,1.6,
NATGROWRT,MT,2018,1.6,
NATGROWRT,MT,2019,1.3,
NATGROWRT,MT,2020,0.6,
NATGROWRT,MT,2021,0.4,
NATGROWRT,MT,2022,0.1,
NATGROWRT,NL,2011,2.7,
NATGROWRT,NL,2012,2.1,
NATGROWRT,NL,2013,1.8,
NATGROWRT,NL,2014,2.1,
NATGROWRT,NL,2015,1.4,
NATGROWRT,NL,2016,1.4,
NATGROWRT,NL,2017,1.1,
NATGROWRT,NL,2018,0.9,
NATGROWRT,NL,2019,1,
NATGROWRT,NL,2020,0,
NATGROWRT,NL,2021,0.5,
NATGROWRT,NL,2022,-0.1,
NATGROWRT,NO,2011,3.8,
NATGROWRT,NO,2012,3.6,
NATGROWRT,NO,2013,3.5,
NATGROWRT,NO,2014,3.6,
NATGROWRT,NO,2015,3.5,
NATGROWRT,NO,2016,3.5,
NATGROWRT,NO,2017,3,
NATGROWRT,NO,2018,2.7,
NATGROWRT,NO,2019,2.6,
NATGROWRT,NO,2020,2.3,
NATGROWRT,NO,2021,2.6,
NATGROWRT,NO,2022,1,
NATGROWRT,PL,2011,0.3,
NATGROWRT,PL,2012,0,
NATGROWRT,PL,2013,-0.5,
NATGROWRT,PL,2014,0,
NATGROWRT,PL,2015,-0.7,
NATGROWRT,PL,2016,-0.2,
NATGROWRT,PL,2017,0,
NATGROWRT,PL,2018,-0.7,e
NATGROWRT,PL,2019,-0.9,e
NATGROWRT,PL,2020,-3.2,ep
NATGROWRT,PL,2021,-5,ep
NATGROWRT,PL,2022,-3.9,
NATGROWRT,PT,2011,-0.6,
NATGROWRT,PT,2012,-1.7,
NATGROWRT,PT,2013,-2.3,
NATGROWRT,PT,2014,-2.2,
NATGROWRT,PT,2015,-2.2,
NATGROWRT,PT,2016,-2.3,
NATGROWRT,PT,2017,-2.3,
NATGROWRT,PT,2018,-2.5,
NATGROWRT,PT,2019,-2.5,
NATGROWRT,PT,2020,-3.8,
NATGROWRT,PT,2021,-4.4,bp
NATGROWRT,PT,2022,-3.9,bp
NATGROWRT,RO,2011,-2.7,
NATGROWRT,RO,2012,-2.7,
NATGROWRT,RO,2013,-2.9,
NATGROWRT,RO,2014,-2.8,
NATGROWRT,RO,2015,-3.1,
NATGROWRT,RO,2016,-2.7,
NATGROWRT,RO,2017,-2.6,
NATGROWRT,RO,2018,-3.2,
NATGROWRT,RO,2019,-3.1,e
NATGROWRT,RO,2020,-5.2,e
NATGROWRT,RO,2021,-7.4,e
NATGROWRT,RO,2022,-5,e
NATGROWRT,RS,2011,-5.2,b
NATGROWRT,RS,2012,-4.9,
NATGROWRT,RS,2013,-4.8,
NATGROWRT,RS,2014,-4.9,
NATGROWRT,RS,2015,-5.4,
NATGROWRT,RS,2016,-5.1,
NATGROWRT,RS,2017,-5.5,
NATGROWRT,RS,2018,-5.4,
NATGROWRT,RS,2019,-5.3,
NATGROWRT,RS,2020,-8,
NATGROWRT,RS,2021,-10.9,
NATGROWRT,RS,2022,-6.9,
NATGROWRT,RU,2011,-0.9,
NATGROWRT,SE,2011,2.3,
NATGROWRT,SE,2012,2.2,
NATGROWRT,SE,2013,2.4,
NATGROWRT,SE,2014,2.7,
NATGROWRT,SE,2015,2.4,
NATGROWRT,SE,2016,2.7,
NATGROWRT,SE,2017,2.3,
NATGROWRT,SE,2018,2.3,
NATGROWRT,SE,2019,2.5,
NATGROWRT,SE,2020,1.4,
NATGROWRT,SE,2021,2.1,
NATGROWRT,SE,2022,1,
NATGROWRT,SI,2011,1.6,
NATGROWRT,SI,2012,1.3,
NATGROWRT,SI,2013,0.9,
NATGROWRT,SI,2014,1.1,
NATGROWRT,SI,2015,0.4,
NATGROWRT,SI,2016,0.3,
NATGROWRT,SI,2017,-0.1,
NATGROWRT,SI,2018,-0.4,
NATGROWRT,SI,2019,-0.6,
NATGROWRT,SI,2020,-2.5,
NATGROWRT,SI,2021,-2,
NATGROWRT,SI,2022,-2.3,
NATGROWRT,SK,2011,1.7,
NATGROWRT,SK,2012,0.6,
NATGROWRT,SK,2013,0.5,
NATGROWRT,SK,2014,0.7,
NATGROWRT,SK,2015,0.3,
NATGROWRT,SK,2016,1,
NATGROWRT,SK,2017,0.7,
NATGROWRT,SK,2018,0.6,
NATGROWRT,SK,2019,0.7,
NATGROWRT,SK,2020,-0.4,
NATGROWRT,SK,2021,-3.1,
NATGROWRT,SK,2022,-1.3,
NATGROWRT,SM,2011,3.2,
NATGROWRT,SM,2012,1.6,
NATGROWRT,SM,2013,2.2,
NATGROWRT,SM,2014,1.3,
NATGROWRT,SM,2015,1,
NATGROWRT,SM,2016,0.3,
NATGROWRT,SM,2017,-1.5,
NATGROWRT,SM,2018,-0.3,
NATGROWRT,SM,2019,-0.5,
NATGROWRT,SM,2021,-2.9,
NATGROWRT,SM,2022,-1.7,
NATGROWRT,TR,2011,11.4,
NATGROWRT,TR,2012,11.7,
NATGROWRT,TR,2013,12,
NATGROWRT,TR,2014,12.3,
NATGROWRT,TR,2015,11.8,
NATGROWRT,TR,2016,11.2,
NATGROWRT,TR,2017,10.8,
NATGROWRT,TR,2018,10.1,be
NATGROWRT,TR,2019,9.1,be
NATGROWRT,TR,2022,6.2,
NATGROWRT,UA,2011,-3.6,
NATGROWRT,UA,2012,-3.1,
NATGROWRT,UA,2013,-3.5,
NATGROWRT,UA,2015,-4.3,b
NATGROWRT,UA,2016,-4.4,
NATGROWRT,UA,2017,-5,
NATGROWRT,UA,2018,-6,
NATGROWRT,UA,2019,-6.5,
NATGROWRT,UA,2020,-7.8,
NATGROWRT,UK,2011,4,
NATGROWRT,UK,2012,3.8,
NATGROWRT,UK,2013,3.2,
NATGROWRT,UK,2014,3.2,
NATGROWRT,UK,2015,2.7,
NATGROWRT,UK,2016,2.7,
NATGROWRT,UK,2017,2.3,
NATGROWRT,UK,2018,1.8,
NATGROWRT,UK,2019,1.6,p
NATGROWRT,XK,2011,11.5,b
NATGROWRT,XK,2012,11.4,e
NATGROWRT,XK,2013,12.2,e
NATGROWRT,XK,2014,10.1,e
NATGROWRT,XK,2015,9.2,e
NATGROWRT,XK,2016,8.4,e
NATGROWRT,XK,2017,8.2,e
NATGROWRT,XK,2018,7.7,
NATGROWRT,XK,2019,6.9,
NATGROWRT,XK,2020,7.4,ep
